song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,Cluster
Gum Hai Kisi Ke Pyar Mein,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:15,Hindi,10-03-2001,0.97,0.224,0.494,0.969,-5.404,0.01,155.974,1.0,4.0,0.0908,4.0,42.0,192957.0,2
Dream Girl,Kishore Kumar,/artist/kishore-kumar,05:57,Hindi,09-04-2011,0.6,0.031,0.731,0.452,-10.466,0.0359,129.07,1.0,1.0,0.01,4.0,75.0,1961878.0,2
Pyar Kabhi Kam Nahi Karna,Bappi Lahiri|Asha Bhosle,/artist/bappi-lahiri|/artist/asha-bhosle-1,07:17,Hindi,07-11-2007,0.2,0.895,0.154,0.926,-13.686,0.0813,190.524,1.0,8.0,0.014,4.0,73.0,308019.0,1
Bada Dukh Dina O Ramji,Lata Mangeshkar,/artist/lata-mangeshkar,06:00,Hindi,10-05-2005,0.72,0.61,0.288,0.99,-2.596,0.0451,159.794,0.0,4.0,0.05,4.0,97.0,8359263.0,0
Ek Ghar Banaunga,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:31,Hindi,02-06-2006,0.64,0.84,0.279,0.237,-4.62,0.0889,127.998,1.0,8.0,0.0731,4.0,28.0,6017389.0,1
Dil Deewana,Lata Mangeshkar,/artist/lata-mangeshkar,05:54,Hindi,12-12-2003,0.74,0.924,0.348,0.873,-13.764,0.1,153.798,1.0,7.0,0.01,4.0,41.0,820850.0,1
Aaja Teri Yaad Aayee,Anand Bakshi|Lata Mangeshkar|Mohammed Rafi,/artist/anand-bakshi|/artist/lata-mangeshkar|/artist/mohammad-rafi,05:43,Hindi,08-06-2008,0.69,0.075,0.465,0.551,-8.368,0.022,167.879,0.0,6.0,0.0645,4.0,84.0,7281621.0,4
Jane Kaisa Hai Mera Diwana,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:48,Hindi,06-12-2018,0.84,0.81,0.76,0.768,-2.602,0.074,180.43,1.0,9.0,0.059,4.0,86.0,6311497.0,0
Ya Ali,Zubeen Garg,/artist/jubin-guarg,04:55,Hindi,08-12-2020,0.71,0.64,0.16,0.337,-6.759,0.06,129.023,1.0,3.0,0.082,4.0,88.0,5785426.0,2
Chhalke Teri Ankhon Se,Mohammed Rafi,/artist/mohammad-rafi,04:17,Hindi,01-08-2001,0.73,0.19,0.333,0.544,-4.897,0.0913,180.006,1.0,11.0,0.0368,4.0,32.0,974343.0,3
Chura Liya Hai Tumne Jo Dil Ko,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:47,Hindi,10-06-2008,0.63,0.169,0.942,0.4,-3.385,0.049,148.033,1.0,8.0,0.0038,4.0,55.0,6053083.0,3
Jimmy Jimmy Jimmy Aaja,Parvati Khan,/artist/parvati-khan,03:05,Hindi,05-05-2009,0.13,0.18,0.792,0.578,-2.269,0.072,200.108,1.0,5.0,0.1,4.0,85.0,8869102.0,4
Kaun Hai Jo Sapnon Mein Aaya,Mohammed Rafi,/artist/mohammad-rafi,05:33,Hindi,09-03-2008,0.4,0.764,0.725,0.496,-3.75,0.0483,197.18,1.0,1.0,0.04,4.0,33.0,10834698.0,0
Haye Haye Yeh Majboori,Lata Mangeshkar,/artist/lata-mangeshkar,04:16,Hindi,09-01-2017,0.61,0.89,0.863,0.948,-4.638,0.0984,189.878,1.0,7.0,0.0224,4.0,36.0,1572440.0,0
Khamosh Sa Afsana,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,06:03,Hindi,02-06-2018,0.22,0.219,0.836,0.197,-5.905,0.0142,199.974,0.0,6.0,0.009,4.0,46.0,8386108.0,4
O Meri Mehbooba Mehbooba Mehbooba,Mohammed Rafi,/artist/mohammad-rafi,06:27,Hindi,03-08-2002,0.19,0.068,0.54,0.66,-3.084,0.052,174.624,0.0,9.0,0.0048,4.0,60.0,8172205.0,4
Rimjhim Gire Sawan,Kishore Kumar,/artist/kishore-kumar,03:56,Hindi,05-09-2018,0.79,0.251,0.287,0.11,-8.955,0.02,200.082,1.0,7.0,0.0322,4.0,56.0,2648471.0,3
Dil Ke Arman Ansuon Men Bah Gaye,Salma Agha,/artist/salma-agha,04:24,Hindi,08-08-2000,1.0,0.478,0.478,0.867,-7.03,0.055,164.028,1.0,2.0,0.095,4.0,85.0,6843321.0,3
Bhagi Re Bhagi Brij Bala,Mahendra Kapoor|Manhar Udhas|Asha Bhosle|Dilraj Kaur,/artist/mahendra-kapoor|/artist/manhar-udhas|/artist/asha-bhosle-1|/artist/dilraj-kaur,05:41,Hindi,12-02-2005,0.69,0.64,0.637,0.328,-11.433,0.022,188.072,1.0,2.0,0.01,4.0,37.0,8335765.0,0
Aap Ke Haseen Rukh Pe,Mohammed Rafi,/artist/mohammad-rafi,05:39,Hindi,02-07-2021,0.97,0.46,0.611,0.099,-3.078,0.074,106.97,1.0,9.0,0.07,4.0,75.0,8045454.0,2
Aaj Kahin Na Ja,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:31,Hindi,11-01-2007,0.04,0.183,0.895,0.567,-9.914,0.037,125.974,1.0,0.0,0.0831,4.0,85.0,9372297.0,4
Mere Dil Mein Tu Hi Tu Hai,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,05:32,Hindi,10-07-2008,0.66,0.365,0.939,0.351,-6.877,0.0633,107.082,0.0,10.0,0.0964,4.0,88.0,2345385.0,2
Lagi Aaj Sawan Ki,Anupama Deshpande|Suresh Wadkar,/artist/anupama-deshpande|/artist/suresh-wadkar,03:36,Hindi,11-03-2006,0.82,0.94,0.916,0.135,-4.565,0.0277,159.77,1.0,9.0,0.0278,4.0,78.0,6763435.0,0
Yaad Na Jaye Beete Dinon Ki,Mohammed Rafi,/artist/mohammad-rafi,04:14,Hindi,03-07-2020,0.56,0.157,0.205,0.71,-11.021,0.0,146.57,0.0,10.0,0.071,4.0,77.0,8877099.0,4
Main Pal Do Pal Ka Shair Hoon,Mukesh,/artist/mukesh,03:24,Hindi,04-10-2019,0.34,0.27,0.277,0.541,-10.344,0.01,119.001,1.0,4.0,0.0407,4.0,83.0,10412251.0,4
Hare Rama Hare Krishna,Asha Bhosle|Usha Uthup,/artist/asha-bhosle-1|/artist/usha-uthup,03:47,Hindi,05-12-2015,0.14,0.671,0.687,0.888,-9.662,0.06,163.908,1.0,9.0,0.06,4.0,40.0,3012991.0,1
Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle,/artist/asha-bhosle-1,04:13,Hindi,02-04-2013,0.05,0.99,0.335,0.918,-7.628,0.041,120.079,1.0,8.0,0.067,4.0,42.0,2665090.0,1
Diwane Ka Naam To Poochho,Mohammed Rafi,/artist/mohammad-rafi,04:28,Hindi,12-05-2017,0.88,0.95,0.464,0.958,-10.141,0.03,133.429,1.0,7.0,0.0936,4.0,53.0,10056209.0,2
Piya Bina Piya Bina,Lata Mangeshkar,/artist/lata-mangeshkar,04:13,Hindi,11-04-2022,0.52,0.784,0.976,0.264,-8.457,0.0335,125.008,1.0,11.0,0.0705,4.0,83.0,7067681.0,2
Jabse Tumko Dekha,Asha Bhosle|Kishore Kumar|Usha Rege|Antara Chowdhury,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/usha-rege|/artist/antara-chowdhury,05:47,Hindi,06-11-2008,0.31,0.94,0.366,0.271,-7.221,0.0668,95.622,1.0,1.0,0.0134,4.0,99.0,9720250.0,1
Tere Bin Ek Pal,Jaspinder Narula|Udit Narayan,/artist/jaspinder-narula|/artist/udit-narayan,05:48,Hindi,11-07-2004,0.62,0.57,0.002,0.625,-9.931,0.096,194.906,0.0,6.0,0.01,4.0,63.0,1092096.0,3
Zindagi Har Kadam Ek Nai Jung Hai,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,05:19,Hindi,09-06-2020,0.64,0.302,0.063,0.627,-2.295,0.053,190.642,1.0,7.0,0.039,4.0,58.0,4105003.0,3
Pyar Diwana Hota Hai,Kishore Kumar,/artist/kishore-kumar,04:44,Hindi,05-11-2011,0.91,0.306,0.621,0.92,-10.834,0.08,176.304,1.0,1.0,0.0725,4.0,95.0,8843446.0,3
Hoga Tumse Pyara Kaun,Shailendra Singh,/artist/shailendra-singh,04:41,Hindi,10-12-2017,0.35,0.913,0.831,0.152,-12.032,0.01,112.022,0.0,5.0,0.002,4.0,45.0,1383662.0,2
Mere Saamne Tu Din Raat Rahe,Mohammad Aziz|Sarika Kapoor,/artist/mohammad-aziz|/artist/sarika-kapoor,05:42,Hindi,01-03-2017,0.86,0.442,0.619,0.145,-13.811,0.0671,187.854,0.0,6.0,0.1,4.0,78.0,4410300.0,3
Subhanallah Haseen Chehra,Mohammed Rafi,/artist/mohammad-rafi,03:28,Hindi,04-11-2008,0.84,0.753,0.17,0.054,-12.486,0.032,172.387,1.0,8.0,0.06,4.0,85.0,8406007.0,0
Tumhari Nazar Kyon Khafa Ho Gayi,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:06,Hindi,03-11-2006,0.71,0.38,0.506,0.874,-7.491,0.0503,107.88,1.0,1.0,0.089,4.0,47.0,3995040.0,2
Kabhi Yun Bhi Aa Meri Aankh Mein,Jagjit Singh,/artist/jagjeet-singh-1,07:26,Hindi,07-04-2017,0.39,0.432,0.593,0.604,-3.631,0.075,180.408,0.0,3.0,0.08,4.0,62.0,1722888.0,3
Ek Dukhiyari Kahe,Lata Mangeshkar,/artist/lata-mangeshkar,06:02,Hindi,08-06-2013,0.52,0.3,0.022,0.513,-2.935,0.025,187.72,0.0,11.0,0.066,4.0,56.0,481861.0,4
Pyar Ka Dard Hai,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,05:17,Hindi,06-07-2021,0.93,0.858,0.197,0.68,-7.443,0.09,124.162,0.0,6.0,0.09,4.0,53.0,9306365.0,1
Chand Mera Dil Chandni Ho Tum,Mohammed Rafi,/artist/mohammad-rafi,02:57,Hindi,04-01-2005,0.96,0.16,0.308,0.862,-3.675,0.0251,128.797,0.0,7.0,0.1,4.0,75.0,8886057.0,2
Na Jane Kyon Hota Hai,Lata Mangeshkar,/artist/lata-mangeshkar,03:12,Hindi,07-02-2022,0.18,0.64,0.014,0.758,-5.077,0.0,209.882,0.0,11.0,0.081,4.0,90.0,4317920.0,0
Tum Bin Jaoon Kahan (Part 1),Mohammed Rafi,/artist/mohammad-rafi,03:28,Hindi,10-07-2023,0.12,0.301,0.083,0.874,-6.645,0.07,150.076,1.0,1.0,0.09,4.0,82.0,8202214.0,1
Jawani Jan-E-Man,Asha Bhosle,/artist/asha-bhosle-1,05:37,Hindi,02-05-2006,0.03,0.58,0.043,0.465,-8.446,0.023,118.008,1.0,1.0,0.072,4.0,82.0,2448561.0,1
Milti Hai Zindagi Men,Lata Mangeshkar,/artist/lata-mangeshkar,04:52,Hindi,11-01-2009,0.98,0.231,0.41,0.687,-13.959,0.0645,197.382,0.0,8.0,0.0023,4.0,27.0,4950323.0,3
Chalo Ek Baar Phir Se,Mahendra Kapoor,/artist/mahendra-kapoor,04:39,Hindi,03-10-2021,0.09,0.497,0.391,0.518,-12.211,0.0487,112.05,0.0,5.0,0.02,4.0,36.0,9327270.0,1
Hamen Tumse Pyar Kitna,Kishore Kumar,/artist/kishore-kumar,04:02,Hindi,10-04-2013,0.93,0.038,0.205,0.944,-2.354,0.0272,156.028,0.0,1.0,0.0497,4.0,94.0,4695402.0,2
Beete Huye Lamhon Ki Kasak,Mahendra Kapoor,/artist/mahendra-kapoor,05:57,Hindi,07-03-2021,0.85,0.37,0.558,0.625,-3.638,0.0486,210.092,0.0,3.0,0.02,4.0,74.0,10097437.0,3
Koi Jane Koi Na Jane,Udit Narayan|Anuradha Paudwal|Nusrat Fateh Ali Khan,/artist/udit-narayan|/artist/anuradha-paudwal-2|/artist/nusrat-fateh-ali-khan,05:37,Hindi,01-08-2019,0.16,0.317,0.7,0.616,-4.708,0.07,181.036,1.0,2.0,0.022,4.0,56.0,4681335.0,4
Zaroorat Hai Zaroorat Hai,Kishore Kumar,/artist/kishore-kumar,04:32,Hindi,10-01-2008,0.18,0.311,0.259,0.79,-6.226,0.017,179.908,1.0,2.0,0.0631,4.0,56.0,5251025.0,4
Mera Rang De Basanti Chola,Mukesh|Rajendra Mehta|Mahendra Kapoor,/artist/mukesh|/artist/rajendra-mehta|/artist/mahendra-kapoor,02:53,Hindi,06-02-2016,0.27,0.81,0.215,0.43,-5.96,0.0132,169.03,0.0,6.0,0.031,4.0,61.0,4875204.0,0
Kiska Rasta Dekhe,Kishore Kumar,/artist/kishore-kumar,04:19,Hindi,09-03-2018,0.19,0.92,0.361,0.013,-3.296,0.1,166.077,1.0,2.0,0.01,4.0,100.0,7723196.0,1
Mal De Gulal,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:35,Hindi,03-12-2006,0.2,0.01,0.406,0.828,-2.207,0.023,140.092,1.0,1.0,0.05,4.0,77.0,7141988.0,4
Chanda Dekhe Chanda,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,07:01,Hindi,10-05-2022,0.69,0.89,0.69,0.761,-5.869,0.0525,127.085,1.0,1.0,0.04,4.0,74.0,34060.0,2
Gori Tera Gaon Bada Pyara,K J Yesudas,/artist/k-j-yesudas,05:08,Hindi,01-08-2006,0.74,0.33,0.846,0.655,-8.332,0.0,138.178,0.0,11.0,0.032,4.0,38.0,1996490.0,2
Aaja Aai Bahar,Lata Mangeshkar,/artist/lata-mangeshkar,05:35,Hindi,09-04-2015,0.85,0.63,0.01,0.143,-11.402,0.0639,174.555,1.0,4.0,0.094,4.0,54.0,9436153.0,3
Inteha Ho Gai,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,08:59,Hindi,02-06-2022,0.55,0.278,0.453,0.0,-9.102,0.044,198.108,1.0,2.0,0.0559,4.0,91.0,617841.0,3
Ye Ladka Hay Allah Kaisa Hai Diwana,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:30,Hindi,04-08-2003,0.47,0.94,0.927,0.741,-8.552,0.0,200.066,0.0,11.0,0.07,4.0,63.0,10707952.0,0
Ab Chahe Maa Roothe Ya Baba,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,05:33,Hindi,12-12-2019,0.31,0.841,0.512,0.552,-4.794,0.0209,112.37,0.0,8.0,0.08,4.0,32.0,7974271.0,2
Suno To Diwana Dil,Kamaal Khan,/artist/kamaal-khan,03:44,Hindi,07-07-2023,0.81,0.691,0.603,0.699,-4.343,0.02,165.07,1.0,1.0,0.064,4.0,96.0,9814748.0,0
Mere Jeevan Saathi,S. P. Balasubrahmanyam|Anuradha Paudwal,/artist/s-p-balasubrahamanyam|/artist/anuradha-paudwal-2,04:59,Hindi,06-02-2013,0.91,0.994,0.891,0.325,-5.256,0.08,119.011,1.0,1.0,0.07,4.0,64.0,9003148.0,2
Megha Re Megha Re,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,06:28,Hindi,06-07-2008,0.69,0.72,0.978,0.928,-12.237,0.09,169.554,1.0,7.0,0.0,4.0,35.0,11058089.0,3
Kisi Pe Dil Agar Aa Jaye To,Asha Bhosle|Shailender Singh,/artist/asha-bhosle-1|/artist/shailender-singh,03:56,Hindi,06-02-2018,0.61,0.86,0.403,0.678,-9.79,0.055,124.887,0.0,8.0,0.05,4.0,49.0,6377106.0,2
Jeena Hai To Hans Ke Jiyo-|||,Asha Bhosle|Amit Kumar|Rema Lahiri,/artist/asha-bhosle-1|/artist/amit-kumar|/artist/rema-lahiri,04:48,Hindi,05-10-2023,0.69,0.61,0.513,0.493,-3.934,0.0676,178.912,1.0,1.0,0.04,4.0,44.0,1406928.0,3
Dil Mein Holi Jal Rahi Hai,Kishore Kumar,/artist/kishore-kumar,06:15,Hindi,06-01-2006,0.51,0.946,0.922,0.316,-6.557,0.02,120.055,1.0,11.0,0.04,4.0,68.0,6178194.0,2
Silli Hawa Chhoo Gai,Lata Mangeshkar,/artist/lata-mangeshkar,05:36,Hindi,12-07-2008,0.81,0.397,0.106,0.852,-9.748,0.0222,209.938,0.0,4.0,0.0967,4.0,92.0,5169273.0,0
Ankhiyon Ko Rahne De,Lata Mangeshkar,/artist/lata-mangeshkar,05:21,Hindi,07-03-2001,0.97,0.06,0.369,0.266,-11.756,0.0835,190.14,1.0,11.0,0.04,4.0,88.0,1240620.0,3
Chahoonga Main Tujhe,Mohammed Rafi,/artist/mohammad-rafi,04:54,Hindi,05-09-2003,0.16,0.31,0.508,0.874,-3.35,0.08,192.112,0.0,10.0,0.099,4.0,33.0,11295838.0,4
Atthara Baras Ki Tu Hone Ko,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:12,Hindi,07-01-2022,0.04,0.55,0.243,0.315,-2.033,0.06,190.096,0.0,9.0,0.04,4.0,47.0,1354147.0,1
Husn Pahadon Ka,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,05:25,Hindi,06-02-2017,0.82,0.859,0.066,0.528,-11.271,0.0409,113.634,1.0,6.0,0.023,4.0,97.0,2315699.0,2
Meri Bheegi Bheegi Si,Kishore Kumar,/artist/kishore-kumar,04:08,Hindi,11-05-2016,0.87,0.46,0.962,0.378,-12.055,0.095,125.974,1.0,10.0,0.0442,4.0,46.0,4207380.0,3
Akele Hain To Kya Gam Hai,Udit Narayan|Alka Yagnik,/artist/udit-narayan|/artist/alka-yagnik,05:57,Hindi,11-02-2011,0.09,0.057,0.176,0.209,-9.065,0.0565,159.911,1.0,0.0,0.04,4.0,50.0,4684932.0,4
Koi Sagar Dil Ko Bahlata Nahin,Mohammed Rafi,/artist/mohammad-rafi,03:36,Hindi,12-01-2018,0.56,0.16,0.958,0.162,-13.836,0.02,206.132,1.0,1.0,0.087,4.0,53.0,4426086.0,3
Diwana Leke Aaya Hai,Kishore Kumar,/artist/kishore-kumar,04:39,Hindi,04-11-2004,0.74,0.718,0.699,0.163,-13.511,0.069,120.09,0.0,7.0,0.0771,4.0,56.0,3970814.0,2
O Mere Dil Ke Chain,Kishore Kumar,/artist/kishore-kumar,04:34,Hindi,03-01-2011,0.14,0.55,0.666,0.318,-12.86,0.0,148.118,1.0,11.0,0.078,4.0,69.0,7230906.0,4
Ik Rasta Hai Zindagi,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:17,Hindi,05-05-2018,0.35,0.17,0.01,0.173,-13.568,0.088,106.96,0.0,11.0,0.057,4.0,26.0,3463312.0,1
Tere Husn Ki Kya Tarif Karun,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:41,Hindi,06-07-2006,0.29,0.47,0.615,0.375,-3.287,0.008,169.986,0.0,11.0,0.0804,4.0,51.0,420432.0,4
Mujhe Tumse Mohabbat Hai,Shreya Ghoshal|Shaan,/artist/shreya-ghoshal|/artist/shaan,05:51,Hindi,12-06-2012,0.26,0.568,0.283,0.785,-2.72,0.0598,200.096,1.0,7.0,0.029,4.0,85.0,8005478.0,0
Yeh Ankhen Dekh Kar,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,04:53,Hindi,08-05-2023,0.02,0.003,0.843,0.929,-5.833,0.029,144.026,0.0,1.0,0.03,4.0,58.0,3811763.0,4
Aap Jinke Kareeb Hote Hain,Pankaj Udhas,/artist/pankaj-udhas,10:34,Hindi,12-08-2010,0.46,0.093,0.804,0.256,-2.085,0.06,187.206,1.0,1.0,0.045,4.0,85.0,8898912.0,3
Hamne Dekhi Hai Un Ankhon Ki,Lata Mangeshkar,/artist/lata-mangeshkar,03:44,Hindi,08-04-2015,0.82,0.69,0.858,0.419,-7.521,0.02,180.458,1.0,1.0,0.073,4.0,90.0,8916171.0,0
Tum Bhi Chalo Hum Bhi Chale (Duet),Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:32,Hindi,03-06-2002,0.04,0.84,0.692,0.033,-9.901,0.02,176.878,1.0,1.0,0.0427,4.0,69.0,185169.0,0
Yaara O Yaara,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,04:58,Hindi,04-06-2003,0.25,0.977,0.945,0.979,-9.601,0.005,191.908,0.0,6.0,0.018,4.0,96.0,7293137.0,0
Chahe Raho Door Chahe Raho Paas,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:31,Hindi,11-10-2005,0.08,0.632,0.936,0.421,-2.968,0.016,210.23,1.0,6.0,0.005,4.0,80.0,7166877.0,0
Dil Deewana,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:22,Hindi,07-12-2012,0.65,0.32,0.587,0.197,-9.971,0.0742,145.765,0.0,7.0,0.05,4.0,86.0,10281148.0,3
Kai Baar Yun Bhi Dekha Hai,Mukesh,/artist/mukesh,03:22,Hindi,04-06-2008,0.93,0.76,0.596,0.818,-9.481,0.03,121.144,0.0,0.0,0.064,4.0,26.0,5958181.0,2
Ding Dong O Baby Sing,Anuradha Paudwal|Manhar Udhas,/artist/anuradha-paudwal-2|/artist/manhar-udhas,05:36,Hindi,12-09-2005,0.69,0.27,0.079,0.58,-13.523,0.08,169.99,0.0,7.0,0.0435,4.0,69.0,10231703.0,3
Sach Mere Yaar Hai,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,06:52,Hindi,07-08-2004,0.96,0.531,0.247,0.571,-10.204,0.07,163.912,1.0,8.0,0.0471,4.0,66.0,5561127.0,3
Laga Chunari Mein Daag,Manna Dey,/artist/manna-dey,06:27,Hindi,01-11-2017,0.25,0.87,0.275,0.922,-8.554,0.0344,168.678,1.0,7.0,0.03,4.0,89.0,549120.0,0
Hawa Hawai,Kavita Krishnamurthy,/artist/kavita-subramaniam,07:02,Hindi,02-02-2006,0.19,0.263,0.025,0.396,-10.782,0.08,149.972,0.0,6.0,0.0102,4.0,83.0,4510243.0,1
Apni To Jaise Taise - Dialogue,Kishore Kumar,/artist/kishore-kumar,05:25,Hindi,05-11-2001,0.52,0.646,0.717,0.193,-4.03,0.06,125.916,1.0,0.0,0.0617,4.0,25.0,6957895.0,2
Main Na Bhoolunga,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,05:39,Hindi,08-12-2019,0.01,0.512,0.401,0.12,-11.219,0.054,201.936,0.0,10.0,0.004,4.0,94.0,64499.0,4
My Name Is Lakhan,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,07:09,Hindi,12-02-2021,0.68,0.715,0.432,0.994,-7.164,0.05,139.932,0.0,6.0,0.063,4.0,51.0,1495327.0,2
Main Chali Main Chali,Lata Mangeshkar|Asha Bhosle,/artist/lata-mangeshkar|/artist/asha-bhosle-1,05:08,Hindi,09-01-2011,0.01,0.4,0.525,0.984,-11.664,0.0306,134.115,1.0,9.0,0.003,4.0,88.0,972166.0,4
Tum Aa Gaye Ho Noor Aa Gaya,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:13,Hindi,01-08-2018,0.47,0.62,0.746,0.405,-5.506,0.084,157.877,0.0,11.0,0.01,4.0,80.0,10433429.0,1
Lag Ja Gale Se Phir,Lata Mangeshkar,/artist/lata-mangeshkar,04:18,Hindi,02-01-2003,0.68,0.63,0.938,0.148,-6.984,0.079,170.098,0.0,2.0,0.062,4.0,69.0,6356409.0,3
Aajkal Tere Mere Pyar Ke Charche,Mohammed Rafi|Suman Kalyanpur,/artist/mohammad-rafi|/artist/suman-kalyanpur,05:09,Hindi,03-04-2001,0.19,0.97,0.549,0.779,-9.299,0.052,153.645,1.0,7.0,0.038,4.0,44.0,4490519.0,1
Karte Hain Hum Pyar Mr India Se,Kavita Krishnamurthy,/artist/kavita-subramaniam,06:36,Hindi,11-10-2019,0.96,0.97,0.645,0.547,-10.841,0.0378,183.048,1.0,7.0,0.0722,4.0,58.0,6593266.0,0
Tum Ko Hum Dilbar,Anuradha Paudwal|Amit Kumar,/artist/anuradha-paudwal-2|/artist/amit-kumar,06:43,Hindi,05-06-2009,0.17,0.19,0.743,0.563,-13.944,0.0033,185.202,0.0,10.0,0.098,4.0,74.0,9159885.0,4
Shishe Ki Umar,Kishore Kumar,/artist/kishore-kumar,06:06,Hindi,06-04-2021,0.36,0.2,0.627,0.159,-9.539,0.06,175.108,0.0,7.0,0.0242,4.0,74.0,4432435.0,3
Zindagi Pyar Ka Geet Hai - Kishore Kumar,Kishore Kumar,/artist/kishore-kumar,04:49,Hindi,11-06-2022,0.12,0.226,0.356,0.157,-10.847,0.02,143.989,1.0,1.0,0.089,4.0,97.0,526904.0,4
Akele Akele Kahan Ja Rahe Ho,Mohammed Rafi,/artist/mohammad-rafi,04:45,Hindi,05-10-2010,0.56,0.25,0.278,0.238,-10.342,0.08,160.006,0.0,3.0,0.084,4.0,40.0,4421142.0,3
Chingari Koi Bhadke,Kishore Kumar,/artist/kishore-kumar,05:20,Hindi,07-10-2001,0.81,0.707,0.922,0.701,-10.039,0.08,151.18,1.0,0.0,0.04,4.0,41.0,8891898.0,3
John Jani  Janardhan,Mohammed Rafi,/artist/mohammad-rafi,05:46,Hindi,03-09-2008,0.15,0.88,0.952,0.198,-2.057,0.06,177.74,1.0,7.0,0.089,4.0,97.0,2526914.0,1
Har Taraf Har Jagah Besumar Aadmi,Jagjit Singh|Lata Mangeshkar,/artist/jagjeet-singh-1|/artist/lata-mangeshkar,05:38,Hindi,12-01-2003,0.25,0.2,0.159,0.26,-8.41,0.068,103.54,0.0,1.0,0.099,4.0,40.0,8036305.0,1
Dil Ke Tukde Tukde Karke,K J Yesudas,/artist/k-j-yesudas,04:00,Hindi,12-01-2010,0.51,0.663,0.533,0.256,-5.095,0.062,162.058,1.0,0.0,0.094,4.0,90.0,9767330.0,1
Ab Jo Mile Hai To,Asha Bhosle,/artist/asha-bhosle-1,03:41,Hindi,07-06-2014,0.39,0.229,0.734,0.406,-4.627,0.08,189.786,0.0,8.0,0.0143,4.0,95.0,8704574.0,3
Bol Baby Bol Rock N Roll,Kishore Kumar|S. Janaki|Javed Jaffrey,/artist/kishore-kumar|/artist/s-janaki|/artist/javed-jaffrey,06:05,Hindi,09-07-2015,0.65,0.997,0.864,0.831,-12.266,0.064,124.037,1.0,6.0,0.062,4.0,99.0,5225523.0,2
Har Dil Jo Pyar Karega,Lata Mangeshkar|Mahendra Kapoor|Mukesh,/artist/lata-mangeshkar|/artist/mahendra-kapoor|/artist/mukesh,04:45,Hindi,09-11-2015,0.92,0.13,0.35,0.41,-4.627,0.063,143.072,0.0,5.0,0.09,4.0,42.0,4812177.0,3
Yeh Sham Mastani,Kishore Kumar,/artist/kishore-kumar,05:04,Hindi,06-08-2015,0.87,0.05,0.785,0.43,-4.348,0.0808,162.604,0.0,10.0,0.07,4.0,96.0,10887648.0,3
